id,customer_state,customer_account_duration,customer_area_code,has_international_plan,has_voice_mail_plan,voice_mail_message_count,daytime_total_minutes,daytime_total_calls,daytime_total_charges,evening_total_minutes,evening_total_calls,evening_total_charges,nighttime_total_minutes,nighttime_total_calls,nighttime_total_charges,intl_total_minutes,intl_total_calls,intl_total_charges,customer_service_call_count,churn
208,AR,87.0,area_code_510,No,False,,116.1,99.0,20.55,340.6,81.0,29.08,229.6,141.0,,8.6,2.0,2.32,2.0,0
209,NV,,,0,True,,196.8,74.0,37.86,221.7,80.0,19.42,,89.0,8.26,11.2,4.0,3.02,,0
210,VT,99.0,area_code_408,False,True,19.0,300.6,103.0,46.05,223.3,86.0,17.82,185.6,112.0,7.71,,4.0,1.97,2.0,0
211,FL,148.0,area_510,1,False,0.0,,138.0,23.32,169.4,123.0,,196.9,62.0,8.22,8.6,3.0,,2.0,0
212,UNKNOWN,,area_code_415,FALSE,,0.0,,79.0,11.83,181.8,109.0,16.27,219.5,102.0,9.93,8.9,5.0,2.4,0.0,0
213,WY,33.0,415,0,,,215.5,88.0,38.38,240.3,119.0,21.51,147.7,71.0,7.06,,14.0,2.65,,0
214,TN,97.0,area_code_408,No,False,0.0,420.8,85.0,73.41,,75.0,16.91,182.4,,7.95,16.2,8.0,4.37,,0
215,UNKNOWN,103.0,area_code_415,0,True,,147.6,84.0,28.01,175.6,84.0,15.97,169.3,112.0,8.49,11.5,7.0,3.11,0.0,1
216,AZ,116.0,,True,False,0.0,189.0,97.0,31.94,180.4,,14.68,102.2,96.0,4.59,4.9,,1.32,,0
217,RI,,area_code_415,yes,,18.0,,86.0,24.31,182.7,98.0,17.31,206.2,103.0,10.09,11.9,6.0,,0.0,0
218,WV,124.0,area_code_415,0,,0.0,302.4,112.0,55.96,175.8,109.0,16.14,,,8.01,12.8,4.0,,1.0,1
219,LA,112.0,510,NO,False,0.0,182.3,127.0,29.03,259.4,71.0,21.56,317.4,,,11.3,7.0,,1.0,0
220,UNKNOWN,93.0,area_code_510,true,True,38.0,233.9,117.0,35.69,114.9,122.0,,196.5,125.0,,14.0,7.0,3.78,,1
221,KS,,area_408,False,False,0.0,,88.0,37.57,,86.0,,296.2,,14.01,14.5,4.0,3.92,,0
222,ME,42.0,area_code_510,No,False,,147.3,109.0,23.61,235.7,,18.94,424.5,105.0,18.92,4.6,3.0,,,0
223,ME,,,,True,26.0,207.2,98.0,33.28,,111.0,35.86,370.0,124.0,,,5.0,3.62,,0
224,UNKNOWN,139.0,,No,False,0.0,224.4,130.0,41.15,164.7,131.0,,134.7,108.0,6.47,11.6,9.0,,,0
225,IL,148.0,408,,True,25.0,232.6,102.0,40.03,,109.0,20.28,217.0,,9.91,,2.0,3.65,3.0,0
226,NV,3.0,area_code_510,false,True,27.0,,116.0,,,,22.54,546.1,93.0,,11.4,2.0,3.08,,0
227,NY,54.0,415,0,False,,388.9,73.0,71.17,,108.0,,,,19.32,11.5,5.0,3.11,,1
228,OH,114.0,area_code_415,0,False,,,88.0,32.56,177.8,78.0,14.89,222.5,118.0,9.91,0.0,0.0,0.0,0.0,0
229,HI,106.0,area_code_415,,False,0.0,,97.0,25.61,221.4,,18.12,163.6,80.0,7.43,8.8,5.0,2.38,2.0,0
230,WA,51.0,area_code_408,No,False,0.0,,109.0,38.84,,95.0,15.09,230.4,107.0,9.85,,3.0,,,0
231,AK,94.0,,No,False,0.0,412.8,89.0,,,,13.6,121.6,124.0,5.68,,2.0,,,0
232,UNKNOWN,33.0,area_code_415,true,False,,291.8,114.0,47.84,150.9,,,212.6,94.0,8.99,10.6,2.0,,4.0,1
233,OK,82.0,area_code_408,,False,,172.2,106.0,29.65,,102.0,,147.9,,6.48,10.9,6.0,2.94,1.0,0
234,WY,94.0,area_code_510,NO,False,0.0,400.6,,70.72,191.6,105.0,18.18,217.4,51.0,10.52,11.5,3.0,3.11,,1
235,HI,73.0,area_code_408,0,False,0.0,181.5,,32.44,465.6,90.0,39.73,337.9,108.0,,15.1,,,1.0,0
236,IN,84.0,area_code_510,false,,,250.1,76.0,37.33,154.2,96.0,11.86,511.1,82.0,,12.8,5.0,,,0
237,OR,53.0,area_code_408,False,False,0.0,258.2,119.0,42.22,242.8,,,178.8,,7.53,9.8,2.0,2.65,0.0,1
238,NH,,area_510,0,True,,351.7,96.0,56.78,229.4,126.0,17.18,215.8,97.0,9.23,11.4,3.0,,1.0,0
239,TX,,408,0,,0.0,,105.0,44.21,,88.0,13.12,287.4,,12.63,,3.0,,3.0,1
240,OH,,area_510,FALSE,False,0.0,,111.0,23.61,204.1,102.0,17.99,461.7,91.0,,10.8,,2.92,6.0,0
241,MO,142.0,,false,True,,162.6,75.0,,166.2,,15.06,265.5,83.0,12.98,10.8,5.0,,1.0,0
242,WV,131.0,area_415,NO,False,0.0,305.1,89.0,,195.5,,16.64,245.9,132.0,11.87,5.2,6.0,,3.0,0
243,VT,115.0,area_code_415,,False,0.0,285.4,,46.05,235.2,,18.51,,,9.08,13.1,7.0,,1.0,0
244,UT,110.0,,False,False,0.0,,102.0,37.99,413.5,118.0,37.99,213.2,,10.48,9.4,4.0,2.54,4.0,0
245,UNKNOWN,66.0,area_code_415,0,False,0.0,230.6,120.0,42.97,,110.0,40.09,152.2,82.0,7.27,8.6,3.0,2.32,,0
246,MS,,408,1,False,0.0,115.6,63.0,18.98,187.9,131.0,15.71,144.5,,,10.9,7.0,2.94,1.0,0
247,IA,129.0,area_code_415,no,False,0.0,529.7,85.0,,,114.0,,,109.0,9.65,4.9,10.0,1.32,2.0,0
248,UNKNOWN,,,False,False,0.0,172.5,107.0,27.75,,104.0,16.01,142.5,,,,9.0,4.05,,0
249,NH,97.0,area_415,,False,,83.1,110.0,13.79,,110.0,15.99,139.7,89.0,,14.4,4.0,3.89,,0
250,MI,178.0,,Yes,False,0.0,131.4,134.0,22.56,138.2,78.0,12.79,267.6,113.0,12.86,11.4,2.0,3.08,2.0,1
251,IL,134.0,area_code_408,0,False,,195.2,,35.66,199.3,67.0,18.13,180.1,69.0,8.37,5.2,,1.4,2.0,0
252,NJ,95.0,,1,True,37.0,211.7,109.0,34.82,182.6,99.0,14.65,204.9,,8.59,,2.0,1.11,,1
253,LA,,area_code_408,False,False,,119.4,111.0,20.46,,103.0,19.72,254.8,,,9.3,12.0,2.51,1.0,0
254,UNKNOWN,125.0,510,0,False,,139.2,80.0,24.73,334.4,94.0,28.45,232.4,135.0,10.66,8.8,7.0,,,1
255,CO,,area_code_415,,False,0.0,141.9,89.0,26.92,,,17.16,144.9,73.0,7.07,6.3,2.0,1.7,1.0,0
256,WV,130.0,,NO,False,0.0,,107.0,19.73,178.2,85.0,16.31,210.9,94.0,9.88,11.7,3.0,,,0
257,OK,127.0,area_408,False,False,,219.4,92.0,34.63,,124.0,21.16,179.6,85.0,7.65,8.6,2.0,2.32,,0
258,VA,11.0,area_code_408,0,True,24.0,126.1,98.0,20.18,,,17.66,,87.0,,10.0,3.0,,,0
259,AL,80.0,area_code_415,,False,0.0,205.3,,35.25,358.2,56.0,31.61,154.3,121.0,,9.0,5.0,2.43,5.0,0
260,TX,125.0,area_code_415,No,False,0.0,215.4,110.0,33.72,,97.0,10.67,187.5,113.0,8.36,11.0,,2.97,1.0,0
261,MT,73.0,area_code_408,FALSE,,26.0,129.5,98.0,,,97.0,9.19,226.5,96.0,,,6.0,2.75,,0
262,UNKNOWN,80.0,area_415,FALSE,False,,,103.0,25.66,,109.0,,248.8,88.0,,10.7,1.0,2.89,6.0,0
263,MT,10.0,area_code_510,,False,0.0,176.6,103.0,31.6,,77.0,40.64,,73.0,9.44,8.7,6.0,,2.0,0
264,PA,119.0,area_code_408,NO,False,,468.9,115.0,85.56,,99.0,13.79,348.5,86.0,16.3,,1.0,,2.0,1
265,WY,,,no,False,0.0,,135.0,41.48,195.8,74.0,,208.1,,9.83,12.3,1.0,3.32,1.0,0
266,MA,77.0,,FALSE,True,17.0,195.1,84.0,32.27,,102.0,15.83,221.3,,9.16,,,3.05,,0
267,MO,112.0,,False,False,0.0,340.6,77.0,60.95,,109.0,19.3,357.0,132.0,17.1,12.7,8.0,,2.0,1
268,PA,142.0,area_code_408,true,True,,99.8,103.0,17.69,218.6,110.0,19.88,176.4,,8.08,,4.0,2.43,1.0,0
269,CO,159.0,408,yes,False,0.0,,,46.51,296.5,127.0,28.24,184.9,,8.77,8.8,,2.38,1.0,1
270,UNKNOWN,169.0,area_415,False,False,0.0,100.3,112.0,17.41,234.6,69.0,19.86,194.1,95.0,8.85,,2.0,2.57,0.0,0
271,UNKNOWN,95.0,,False,True,36.0,300.8,,48.36,,86.0,24.45,423.1,,19.09,11.3,3.0,3.05,3.0,0
272,TN,,area_code_415,FALSE,True,,201.9,92.0,33.28,237.3,102.0,19.05,196.1,101.0,8.59,8.7,5.0,2.35,,0
273,DC,,,0,False,0.0,,90.0,9.01,165.2,98.0,,166.5,,7.83,,4.0,2.57,3.0,0
274,PA,96.0,area_code_510,0,False,0.0,190.0,125.0,31.09,156.8,139.0,14.06,269.9,,12.12,6.6,,1.78,,0
275,UNKNOWN,37.0,area_code_415,NO,False,,238.0,114.0,43.18,,109.0,,208.7,101.0,10.4,12.0,,3.24,2.0,0
276,KS,79.0,area_415,0,False,,186.8,83.0,32.46,164.6,84.0,15.26,226.7,142.0,10.81,15.2,,4.1,0.0,0
277,KY,58.0,area_415,0,False,0.0,261.0,,46.07,292.5,103.0,28.29,,94.0,17.54,9.3,,2.51,2.0,1
278,MN,150.0,area_code_415,,True,28.0,172.3,75.0,27.25,173.9,80.0,13.27,203.3,130.0,8.34,11.0,,,1.0,0
279,UNKNOWN,,510,,False,0.0,,101.0,20.96,233.6,124.0,18.43,193.8,102.0,8.01,10.6,2.0,2.86,,0
280,NH,114.0,area_code_510,True,,28.0,,93.0,21.59,162.9,90.0,13.45,187.6,73.0,8.02,,4.0,3.94,2.0,1
281,UNKNOWN,50.0,415,,True,35.0,,97.0,34.89,134.4,101.0,12.24,218.8,,10.37,,2.0,2.13,2.0,0
282,OH,102.0,,,False,0.0,115.6,125.0,19.52,81.3,126.0,6.96,299.5,101.0,,12.0,4.0,,0.0,0
283,UNKNOWN,91.0,area_code_510,0,True,27.0,,96.0,34.88,140.2,93.0,11.59,212.5,82.0,9.5,,2.0,,,0
284,MS,123.0,,1,False,,,,21.08,,96.0,10.83,254.7,129.0,11.2,6.3,6.0,1.7,5.0,1
285,TN,128.0,area_code_510,no,True,,,,,483.4,111.0,38.17,,,,11.6,,,1.0,0
286,TX,150.0,510,False,False,0.0,177.3,101.0,29.65,159.8,,14.01,151.6,100.0,6.52,13.8,3.0,,4.0,1
287,UT,98.0,,False,False,0.0,206.5,65.0,39.09,461.0,95.0,40.16,228.1,81.0,,9.9,,2.67,2.0,0
288,TX,140.0,area_415,0,False,0.0,93.6,109.0,15.45,,116.0,26.33,222.3,94.0,9.64,10.5,2.0,2.84,,0
289,IA,79.0,area_code_415,,True,17.0,172.1,114.0,29.05,257.0,93.0,21.08,213.4,114.0,9.71,,2.0,,1.0,0
290,MO,,510,False,False,0.0,200.6,114.0,36.68,,97.0,,,,,12.1,10.0,3.27,,0
291,WI,70.0,415,false,False,0.0,,100.0,1.34,132.8,83.0,,159.6,89.0,7.04,12.1,1.0,3.27,0.0,0
292,NH,75.0,area_code_510,0,,0.0,,105.0,35.78,208.5,107.0,15.95,244.9,,,10.3,5.0,2.78,2.0,0
293,OK,139.0,510,False,,0.0,150.2,90.0,24.19,,106.0,16.62,141.5,105.0,6.2,9.8,4.0,2.65,2.0,0
294,MS,92.0,area_code_510,0,True,27.0,,126.0,39.24,347.5,94.0,30.63,267.9,95.0,11.65,,4.0,3.46,1.0,0
295,UNKNOWN,,415,0,True,26.0,140.4,,22.4,268.5,89.0,23.15,371.9,,16.93,,7.0,4.0,0.0,0
296,UNKNOWN,83.0,area_code_408,Yes,False,0.0,,,34.19,181.7,96.0,15.36,128.5,100.0,5.81,9.2,1.0,2.48,,1
297,WY,57.0,area_code_408,FALSE,,39.0,223.8,115.0,38.22,337.2,112.0,29.56,180.9,115.0,8.68,9.5,3.0,2.57,0.0,0
298,NM,80.0,area_code_510,0,False,0.0,209.4,97.0,33.88,160.9,,12.72,258.7,,,12.4,,3.35,0.0,0
299,MI,81.0,area_415,0,False,0.0,145.1,99.0,27.81,471.5,102.0,40.49,195.6,,9.52,6.3,2.0,,2.0,0
300,VT,103.0,area_code_510,,False,,248.9,47.0,39.39,207.6,84.0,,201.7,96.0,8.48,,4.0,3.16,6.0,0
301,IN,94.0,,No,False,0.0,,112.0,,,91.0,13.96,264.7,,,,6.0,,1.0,0
302,MO,98.0,,false,False,0.0,218.6,80.0,,210.8,104.0,19.41,292.3,,14.03,11.9,3.0,3.21,4.0,0
303,WI,116.0,area_code_415,no,True,35.0,,104.0,34.03,276.6,89.0,23.16,214.2,100.0,,8.3,4.0,,,0
304,UNKNOWN,,area_code_415,FALSE,False,0.0,179.9,122.0,31.88,,94.0,,270.6,,12.04,12.7,2.0,3.43,1.0,0
305,DC,93.0,area_code_408,FALSE,,,,95.0,28.76,242.9,87.0,20.18,349.4,91.0,16.45,,3.0,2.67,4.0,0
306,AK,,area_code_415,True,False,0.0,637.3,,108.17,165.9,73.0,15.39,421.9,87.0,,,2.0,3.05,1.0,1
307,TX,133.0,,no,,,,133.0,36.66,362.2,140.0,30.23,164.2,84.0,7.1,8.4,3.0,2.27,,0
308,ID,123.0,area_code_415,FALSE,,,,122.0,21.14,167.2,101.0,,147.3,,,12.9,11.0,,,1
309,WY,44.0,area_code_415,,True,,,,66.5,,169.0,40.11,129.1,,6.18,,3.0,,1.0,0
310,UNKNOWN,148.0,,0,False,,241.1,91.0,41.39,195.8,,,237.6,,,10.5,1.0,2.84,1.0,0
311,UT,107.0,,0,,,,98.0,,148.3,84.0,14.43,106.0,,5.1,9.8,3.0,,,0
312,CT,107.0,area_408,no,False,0.0,104.0,94.0,17.66,195.2,125.0,16.17,227.3,125.0,,14.4,3.0,,1.0,0
313,MA,47.0,area_415,0,False,0.0,164.0,116.0,24.46,185.5,,14.82,251.5,73.0,10.3,12.3,4.0,3.32,3.0,0
314,ID,46.0,area_code_415,No,False,,120.5,133.0,19.97,369.6,143.0,30.11,200.4,72.0,8.44,8.6,4.0,2.32,3.0,0
315,UNKNOWN,153.0,,NO,False,0.0,,102.0,36.02,,136.0,12.65,,109.0,8.46,12.5,2.0,3.38,0.0,0
316,MO,164.0,area_code_408,no,True,25.0,216.9,88.0,39.81,236.3,99.0,22.44,50.1,,,14.3,6.0,3.86,1.0,0
317,UNKNOWN,,area_code_408,No,True,20.0,,83.0,29.41,,56.0,,272.4,100.0,13.4,,,2.35,5.0,1
318,UNKNOWN,,area_code_408,FALSE,False,,309.4,103.0,50.6,201.8,123.0,15.61,134.9,71.0,5.63,12.9,1.0,3.48,,0
319,TN,175.0,area_code_408,Yes,,35.0,151.3,95.0,26.54,,100.0,30.34,176.6,99.0,7.76,5.4,4.0,1.46,,1
320,NV,105.0,area_code_415,1,,29.0,,82.0,40.78,,110.0,20.11,188.1,,9.31,13.2,6.0,3.56,,1
321,ND,51.0,area_510,No,False,0.0,228.5,89.0,35.53,355.3,106.0,28.52,,126.0,10.07,14.9,2.0,4.02,,0
322,NY,59.0,408,No,False,,110.1,113.0,18.64,213.7,125.0,,214.0,,9.95,,3.0,2.67,,0
323,RI,112.0,area_code_415,NO,False,,178.6,,31.35,299.6,117.0,27.71,193.4,110.0,9.58,9.8,5.0,,1.0,0
324,IL,117.0,area_code_408,No,False,0.0,218.9,84.0,39.61,161.7,92.0,,306.9,101.0,,3.7,3.0,1.0,3.0,0
325,NY,,area_code_510,,False,0.0,107.7,120.0,18.98,240.4,86.0,19.92,260.6,,11.7,11.9,6.0,3.21,1.0,0
326,SC,90.0,area_408,No,True,31.0,124.4,92.0,18.24,,76.0,,397.7,,16.3,9.0,6.0,2.43,,0
327,AR,109.0,area_code_415,no,True,29.0,106.8,,18.95,,98.0,22.46,222.2,128.0,10.14,9.0,,2.43,,1
328,WY,127.0,,TRUE,False,0.0,,,64.39,,118.0,19.0,227.4,72.0,11.02,10.6,3.0,2.86,,0
329,GA,58.0,area_408,0,False,0.0,168.9,100.0,30.58,110.2,87.0,,190.5,118.0,9.48,12.8,5.0,3.46,,0
330,KY,,area_code_415,0,,,251.4,135.0,44.14,189.4,87.0,,124.8,,6.26,10.4,5.0,,2.0,0
331,CO,,415,No,False,0.0,198.0,108.0,37.0,161.4,110.0,14.68,155.4,102.0,,13.4,1.0,3.62,3.0,0
332,VA,136.0,area_code_415,,True,35.0,197.6,86.0,31.54,,119.0,22.9,,104.0,,6.9,4.0,1.86,1.0,0
333,IA,63.0,,,False,0.0,155.4,81.0,,288.0,115.0,,,85.0,10.55,6.5,5.0,1.76,2.0,0
334,MI,112.0,,False,False,0.0,,77.0,59.67,,97.0,16.49,259.0,94.0,12.42,12.8,2.0,3.46,,0
335,MS,103.0,area_code_510,NO,True,29.0,,111.0,27.57,226.3,96.0,18.4,223.2,108.0,9.79,,9.0,,0.0,0
336,MN,96.0,408,FALSE,False,0.0,217.3,93.0,32.51,,107.0,14.78,283.3,90.0,,7.4,,2.0,1.0,0
337,UNKNOWN,64.0,area_code_510,0,False,0.0,206.2,78.0,40.09,205.0,,19.51,,116.0,,11.4,5.0,3.08,,0
338,MI,,,FALSE,False,0.0,227.5,106.0,41.1,183.7,77.0,16.5,200.8,,,11.6,,3.13,,1
339,UNKNOWN,87.0,,true,,36.0,167.8,138.0,,181.2,,16.12,222.9,97.0,10.45,10.8,3.0,2.92,1.0,0
340,TN,93.0,510,0,True,,531.6,91.0,84.18,159.0,107.0,13.01,200.2,68.0,8.83,15.3,2.0,4.13,,0
341,RI,17.0,area_415,False,False,0.0,168.8,123.0,,,,19.92,317.3,106.0,15.51,,,2.32,1.0,0
342,KY,108.0,area_408,0,False,0.0,,,13.76,,114.0,,171.0,98.0,8.4,10.9,3.0,2.94,,0
343,TX,123.0,area_code_408,0,False,0.0,265.1,85.0,,171.0,103.0,13.96,182.0,,,13.3,5.0,,3.0,0
344,AR,127.0,415,YES,False,,148.8,60.0,24.41,180.1,159.0,15.3,175.3,122.0,7.75,6.2,4.0,,,1
345,AL,82.0,area_code_408,,False,,147.0,107.0,25.86,90.2,114.0,7.92,288.2,95.0,12.78,,,,1.0,0
346,UNKNOWN,131.0,area_code_415,0,True,23.0,165.4,,30.9,230.8,93.0,21.41,294.2,100.0,14.1,12.7,1.0,3.43,1.0,0
347,MI,164.0,area_code_415,0,False,0.0,227.9,90.0,,163.5,99.0,,110.8,105.0,5.3,11.3,6.0,,1.0,0
348,NC,,area_code_408,0,,31.0,,88.0,53.78,145.7,,,139.6,,6.36,5.7,10.0,,3.0,0
349,NV,,408,False,False,0.0,,150.0,50.89,189.6,62.0,17.32,149.4,126.0,7.2,13.6,3.0,,1.0,0
350,NM,55.0,area_code_510,0,False,0.0,,,19.66,237.5,96.0,19.03,224.9,113.0,,4.6,2.0,1.24,,0
351,MN,162.0,area_code_510,0,True,46.0,225.3,97.0,,188.8,,,249.5,61.0,10.53,,2.0,,0.0,0
352,NC,,415,0,False,0.0,,81.0,34.17,216.8,114.0,19.05,439.0,,19.92,,6.0,2.78,1.0,0
353,NH,60.0,area_code_415,FALSE,,0.0,177.5,67.0,28.53,432.6,68.0,33.51,177.6,101.0,7.59,12.8,6.0,,2.0,0
354,UNKNOWN,120.0,area_code_415,0,False,0.0,224.8,108.0,39.01,246.1,66.0,,116.8,103.0,5.09,7.8,2.0,2.11,3.0,0
355,UNKNOWN,94.0,,,False,0.0,186.3,112.0,30.07,184.0,112.0,16.47,,108.0,,5.9,4.0,1.59,1.0,0
356,UNKNOWN,59.0,area_code_408,False,False,0.0,151.5,98.0,24.26,212.1,92.0,16.77,265.1,86.0,,11.9,5.0,3.21,,0
357,SC,36.0,408,,True,,31.3,123.0,4.6,371.3,117.0,27.16,,105.0,13.28,8.6,6.0,2.32,2.0,0
358,UNKNOWN,,510,0,False,0.0,157.8,,27.4,165.7,85.0,14.27,210.3,102.0,10.1,10.7,,2.89,0.0,0
359,NC,,,No,False,0.0,338.6,93.0,57.77,,107.0,10.76,323.4,,14.76,14.4,1.0,3.89,0.0,0
360,AL,106.0,area_code_408,0,True,29.0,87.4,131.0,14.04,211.2,,17.12,227.3,,10.2,8.1,,2.19,1.0,0
361,WI,101.0,area_code_415,No,False,0.0,252.4,102.0,42.21,180.9,,14.85,207.5,,,6.1,,,3.0,0
362,UNKNOWN,92.0,,FALSE,False,0.0,,100.0,42.81,43.8,94.0,3.56,184.4,100.0,8.42,9.7,6.0,2.62,2.0,0
363,NJ,153.0,area_code_415,FALSE,False,0.0,191.6,,30.65,,,,180.7,,7.65,8.5,3.0,,,0
364,MO,,area_code_510,,False,0.0,223.2,109.0,40.51,480.6,76.0,44.88,255.9,132.0,12.4,7.5,7.0,,3.0,1
365,KY,,area_code_415,1,False,,202.7,,39.1,,100.0,15.44,229.9,,11.35,8.7,6.0,2.35,,0
366,DC,105.0,area_510,0,False,0.0,,139.0,33.77,266.5,104.0,,222.1,133.0,10.48,,,2.11,4.0,0
367,AL,91.0,area_code_510,No,True,39.0,153.9,97.0,27.01,121.7,54.0,10.02,147.2,101.0,6.58,10.3,3.0,2.78,,0
368,KS,94.0,area_code_510,False,True,,,88.0,42.55,118.2,102.0,10.34,283.7,71.0,13.95,16.1,4.0,,0.0,0
369,MN,68.0,,no,False,0.0,,94.0,60.65,369.2,129.0,,190.1,117.0,,10.2,1.0,2.75,5.0,0
370,ID,109.0,area_415,,False,0.0,189.6,143.0,29.45,210.8,105.0,,243.9,116.0,10.28,9.9,,2.67,1.0,0
371,UT,103.0,area_code_415,no,False,,185.4,110.0,35.02,,83.0,10.66,194.1,103.0,9.34,12.2,4.0,3.29,,0
372,UNKNOWN,77.0,415,0,False,0.0,251.2,87.0,41.88,395.2,83.0,35.17,238.2,,10.82,,4.0,2.03,0.0,1
373,UNKNOWN,112.0,area_code_408,0,False,0.0,,53.0,30.21,195.5,68.0,16.82,202.2,125.0,9.71,,3.0,2.65,1.0,0
374,OH,,510,0,False,,184.9,91.0,29.85,422.8,127.0,36.0,,114.0,8.77,,,2.57,0.0,0
375,WV,131.0,408,,False,0.0,160.4,78.0,27.91,,,14.81,188.2,89.0,8.74,8.7,2.0,,2.0,0
376,UNKNOWN,120.0,415,,False,0.0,95.0,97.0,15.21,,91.0,,,149.0,,9.6,4.0,2.59,1.0,0
377,AZ,92.0,,,True,45.0,296.2,88.0,46.83,191.6,103.0,,95.8,,4.16,7.5,3.0,2.03,,0
378,NH,,area_code_510,0,,0.0,,61.0,25.3,,124.0,18.78,,99.0,12.16,13.4,4.0,3.62,4.0,0
379,IL,55.0,,0,False,,202.9,80.0,35.35,233.8,,,117.7,,5.52,9.4,1.0,2.54,3.0,0
380,NC,76.0,area_510,NO,False,,,94.0,28.06,253.9,80.0,21.79,168.4,,7.66,,,2.7,1.0,0
381,UNKNOWN,101.0,415,false,True,39.0,152.7,105.0,26.62,172.4,96.0,15.27,,,7.92,13.0,4.0,3.51,1.0,0
382,MN,,area_415,False,False,0.0,,147.0,27.43,,118.0,,290.8,55.0,11.97,9.3,4.0,2.51,0.0,0
383,FL,87.0,area_415,False,False,,275.4,83.0,43.51,,101.0,,187.3,89.0,,9.4,1.0,,5.0,0
384,NM,,area_408,0,False,0.0,,78.0,35.24,256.2,98.0,,246.0,88.0,10.47,13.9,2.0,,0.0,0
385,MN,84.0,415,No,False,,458.5,,72.6,,,15.43,,,9.01,9.8,3.0,2.65,,0
386,AR,115.0,area_415,No,False,0.0,139.6,89.0,23.75,196.2,,16.4,149.2,,6.82,9.3,,2.51,,1
387,DC,100.0,,1,False,0.0,72.2,110.0,11.98,343.1,115.0,29.46,209.0,,9.49,12.1,9.0,3.27,5.0,0
388,VT,,area_code_408,Yes,False,,209.6,,35.06,215.4,102.0,18.03,255.3,95.0,10.8,,4.0,3.24,6.0,0
389,CT,74.0,area_code_408,,False,0.0,156.2,95.0,26.84,214.0,36.0,18.2,276.1,77.0,12.68,,3.0,,2.0,0
390,WV,,area_415,NO,False,0.0,159.2,89.0,27.18,,78.0,11.81,230.8,,11.17,11.8,,3.19,,0
391,OK,,415,TRUE,False,0.0,150.3,69.0,23.73,,141.0,16.94,184.9,106.0,7.79,,10.0,3.89,0.0,1
392,OR,,area_code_415,No,True,50.0,,,33.76,126.4,104.0,10.75,,107.0,5.85,11.1,4.0,3.0,,0
393,ME,,area_415,,False,,,,22.91,,108.0,9.6,,97.0,8.08,12.5,7.0,,1.0,0
394,RI,,,0,False,0.0,144.0,95.0,26.35,209.7,101.0,19.12,,,17.5,8.8,6.0,,0.0,0
395,KY,107.0,area_415,FALSE,False,0.0,155.9,79.0,29.28,161.3,124.0,,150.3,138.0,7.4,12.1,6.0,3.27,1.0,0
396,UNKNOWN,,,0,,0.0,142.3,94.0,26.68,119.3,111.0,10.39,116.2,97.0,5.5,11.4,5.0,3.08,3.0,0
397,SC,99.0,area_code_510,,False,0.0,,70.0,26.04,272.3,77.0,20.89,,,,10.6,,,,0
398,UNKNOWN,58.0,area_code_510,False,False,0.0,204.9,126.0,37.71,235.6,,22.34,436.2,88.0,,14.4,2.0,3.89,4.0,0
399,TN,,,NO,False,0.0,,135.0,28.67,305.4,,,131.3,,5.79,11.5,4.0,,3.0,0
400,AL,,408,0,False,,257.5,88.0,43.47,173.2,103.0,14.87,186.5,106.0,,12.4,4.0,3.35,2.0,0
401,ND,141.0,area_code_415,No,False,0.0,,129.0,32.62,,86.0,,336.9,,13.8,,9.0,3.24,2.0,0
402,NM,63.0,area_code_510,False,,0.0,199.2,96.0,34.09,365.6,112.0,28.98,,,7.07,13.3,2.0,3.59,,0
403,KY,22.0,area_code_415,False,False,,,,41.54,166.5,91.0,16.08,,,9.25,10.1,3.0,2.73,4.0,0
404,DC,,415,No,True,38.0,206.5,110.0,36.56,122.7,73.0,10.19,,105.0,,,4.0,4.46,,0
405,AR,76.0,408,0,False,0.0,,140.0,18.29,234.2,133.0,20.31,272.6,116.0,,10.0,3.0,2.7,4.0,1
406,HI,169.0,area_code_415,No,,,,111.0,31.03,171.5,,15.17,233.6,92.0,10.48,,,2.67,2.0,0
407,SC,,area_code_408,,False,0.0,158.9,94.0,23.63,252.7,118.0,,179.6,99.0,7.42,8.5,6.0,2.3,1.0,0
408,PA,,area_code_510,False,True,25.0,,88.0,29.56,322.0,113.0,28.52,166.7,99.0,,8.7,,,,0
409,UNKNOWN,65.0,,,True,23.0,221.4,106.0,38.82,,100.0,16.42,226.2,75.0,10.22,9.8,4.0,2.65,0.0,0
410,OR,49.0,,0,False,,,69.0,19.3,261.8,92.0,22.09,217.6,153.0,9.18,12.4,7.0,,2.0,0
411,ME,163.0,area_415,false,True,30.0,193.4,123.0,,,115.0,10.7,225.3,90.0,9.91,9.0,,2.43,5.0,1
412,WV,57.0,area_code_415,,False,0.0,158.7,103.0,29.97,181.0,,16.89,113.4,,5.29,,2.0,2.46,5.0,0
413,NM,73.0,area_code_415,False,False,0.0,214.6,,35.2,273.1,135.0,22.05,,92.0,10.48,10.8,13.0,2.92,1.0,0
414,WI,,area_code_408,0,True,12.0,193.6,76.0,34.01,438.4,,38.95,152.6,93.0,6.71,10.2,,2.75,0.0,0
415,IN,122.0,area_408,FALSE,False,0.0,170.7,94.0,26.4,,109.0,39.15,245.4,,10.19,,2.0,3.05,3.0,0
416,OK,88.0,area_code_408,0,False,0.0,,97.0,10.64,,76.0,13.68,239.5,113.0,10.16,13.8,1.0,3.73,2.0,0
