ID,Post description
2808,"#Repost @farmalkes with @use.repost
・・・
Sobat Sehat,

Meski virus monkeypox dilaporkan terdeteksi di Indonesia, kita tidak perlu panik dan tetap waspada untuk mencegah penyebaran cacar monyet di tengah masyarakat Indonesia.
Salam sehat!

#KemenkesRI #FarmalkesRI #SayaPilihSehat #Monkeypox #CacarMonyet"
6277,"MPOX atau monkeypox bisa menyerang siapa saja. Kenali gejalanya sejak dini dan ketahui langkah-langkah pencegahannya agar tetap aman dan sehat.🐒🚫

#Numedika #MPOX #monkeypox #trending #fyp #fypage #foryou"
7924,"Biasa kl belanja suka minta bonus gratisan...
Nahh Khusus Yang Beli salah satu di bawah ini

Sy kasi GRATIS 1 Botol NUVIT Seharga Rp. 1.650.000 🤩🥰

Berlaku sampai tanggal 09 September 2024

Penutup - Langsung INPUT ID Member
Dapat barang, dapat membership 👍

Murceeee pokoe 😍

Info and order chat
wa.me/6283808913888

#nuvit #nuvitmci #suplemen #suplemenkesehatan #selenium #seleniumalami #peptide #hidupsehat #infosehat #sehat #tipssehat #jualnuvit #immunebooster #meningkatkandayatahantubuh #imunitas #imunbooster #imuntubuh #dayatahantubuh #mpox #cacarmonyet #sakit #promomci #freenuvit #murce #produkkesehatan #kesehatankeluarga"
2017,"Hai #SahabatRSColumbiaAsia

Monkeypox adalah penyakit yang disebabkan oleh virus monkeypox. Penyakit ini adalah penyakit zoonosis, yang berarti ditularkan dari hewan ke manusia. Penyakit ini juga dapat menyebar dari manusia ke manusia.

Mari mengenal lebih dalam penyakit Monkeypox bersama dengan dr. Radema M. Ayu, SpKK dengan tema: “Mengenal Lebih Dalam Penyakit Monkeypox” Live di IG RSKB Columbia Asia.

Salam Sehat,
RSKB Columbia Asia Pulomas

#Monkeypox
#MengenalPenyakitMonkeypox
#DokterSpesialis 
#DokterSpesialisKulit
#RSColumbiaAsiaPulomas
#SehatBersamaRSColumbiaAsia 
#PassionForMakingPeopleBetter 
#ColumbiaAsiaPilihanku 
#rscolumbiaasiaindonesia"
2980,"#Repost @dinkesdki 
・・・
Monkeypox atau cacar monyet adalah penyakit yang disebabkan oleh virus monkeypox. Penyakit ini merupakan infeksi zoonosis virus, yang dapat menyebar dari hewan ke manusia dan menyebar antar manusia. Lalu bagaimana cara mencegahnya dan apakah pengobatannya sudah ditemukan?

Saksikan program acara DOKTERKU pekan ini bersama Dinas Kesehatan Provinsi DKI Jakarta dengan Tema:

""Monkeypox, Cegah, Temukan, dan Obati” 

Menghadirkan Narasumber Dokter Spesialis Kulit dan Kelamin dari @rsudpasarminggu, dr. Jihan Rosita, Sp.KK. 

Yuk simak tanggal dan jam nya ya!

Kamu bisa memberikan pertanyaan melalui telepon interaktif atau melalui email.

Saksikan di channel Elshinta TV 35 UHF dan streaming YouTube @elshintatv_jakarta maupun YouTube @dinkesdki.

#TalkShowKesehatan #monkeypox #cacarmonyet #virusmonkeypox #CegahMonkeypox #ObatMonkeypox #informasikesehatan #DinasKesehatan #DKIJakarta"
600,"Monkeypox sedang hangat-hangatnya dibicarakan nih Sahabat Sehat

Tahukah Sahabat Sehat, penyakit ini sudah dideklarasikan WHO sebagai kedaruratan kesehatan masyarakat global

Yok kita kenali dan waspadai penyakit ini. Eitsss..jangan lupa untuk tetap menerapkan Perilaku Hidup Bersih dan Sehat (PHBS) ya

#PKRS
#RSUDTelukKuantan
#Monkeypox
#PHBS"
3490,"Assalamualaikum Warahmatullahi Wabarakatuh 
Shalom 
Om Swastyastu Namo Buddhaya 
Salam Kebajikan 
Salam Sejahtera untuk kita semua 

Halo semua!!! Perkenalkan saya Bryan Pratama Saragih dari Universitas HKBP Nomensen
 
Apasih MONKEYPOX itu???

Nggak nyangka ya nama hewan satu ini bisa menghebohkan masyarakat dunia. Padahal hewan ini salah satu hewan cerdas loh. Lalu kenapa ya tiba-tiba harus diwaspadai???

Nah, dalam rangka PoA LKMM - SOK ISMKI Wilayah 1 Tahun 2022 
Sebagai calon dokter di masa depan ,kami angkatan Adhigana Catursapta mengajak seluruh masyarakat untuk mengenal dan mengatahui tentang penyakit ini agar kedepannya kita bisa mencegah penularan Monkeypox. So, jangan lupa untuk baca slide per slidenya yaa!!!

#ADHIGANACATURSAPTA #LKMMSOKWILSA2022 #ISMKIWILAYAH1 #MONKEYPOX

tag 
@ismki_indonesia
@ismki_wilayah1
@lkmmsokwilsa"
693,"Hah? Kasus Monkeypox sudah ditemukan di Indonesia??

Beberapa waktu lalu Kemenkes menyatakan bahwa terdapat satu warga di Jawa Tengah yang masuk dalam kategori Monkeypox atau cacar monyet.

Tetap waspada dan terapkan pola hidup bersih dan sehat ya Sobat untuk mencegah penularan cacar monyet. Jangan lupa share dan save postingan ini untuk menyebarkan kewaspadaan tentang Monkeypox!

#monkeypox #cacarmonyet #jateng #cacar #cacarair #suspekmonkeypox #infosehat #infokesehatan #tipssehat #tipskesehatan #ApotekK24 #K24 #apotek #K24ApoteknyaIndonesia #SobatSehat #K245Agustus22 #K24West5Agustus22"
4158,"Reposted From @dinkesdki Hai sobat sehat 👋

Monkeypox atau cacar monyet bisa menyerang siapa saja.

Oleh karena itu, kamu perlu mengetahui beberapa hal mengenai Monkeypox agar bisa terhindar dari penyakit ini.

Apa saja yang perlu diketahui tentang Monkeypox?

Yuk simak pada infografis diatas 😉

#Monkeypox #cegahmonkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia"
5952,"IBU SHEHAT💪

Ibu-ibu, pernah dengar soal MPox? Dulu dikenal dengan nama cacar monyet. Jangan panik, yuk kenali gejalanya! Kesehatan keluarga tetap nomor satu, jadi rajin cuci tangan dan jaga kebersihan, ya. Stay safe, Bu! 💖 #KesehatanKeluarga #IbuCerdas"
6066,"Setelah WHO menyatakan darurat kesehatan masyarakat kasus Mpox, Pemerintah RI menetapkan Mpox sebagai Penyakit Emerging Berpotensi Wabah.

Apa Mpox itu? Bagaimana gejalanya? Yuk simak infonya

#Mpox #Cegahmonkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia

Reposted from @dinkesdki"
6994,"[Berpolin 63 - Berita Porpolin]

Hai Polin!!
Gimana nihh kabarnyaa? Sehat kann?

Porpolin kembali lagi nih membawa berita yang lagi viral nih! 

Polin, baru baru ini ada penyakit yang berstatus darurat dalam dunia kesehatan loh! ada yang tahu enggak apa? Tapi bukan Covid.

Cacar monyet atau monkeypox alias Mpox adalah penyakit yang berasal dari viru Mpox. penyakit ini biasanya ditularkan dari hewan kemanusia loh! Berbeda dari covid penyebaran Mpox ini melalui kontak fisik. Jadi, Polin selalu waspada dan hati-hati yaa!

Ternyata sejak 2023, kasus ini meningkat pesat di Afrika dan sudah menyebar ke berbagai negara, termasuk Indonesia. Di sini, sejak 2022, sudah tercatat 88 kasus loh!

Wiii serem yaaa!! Polin, jaga kesehatan, kebersihan, dan terutama makan makanan yang sehat-sehat yaa!

Menurut polin gimana nihh? Kasih tanggapan polin di kolom komentar yaa!

#HIMAINPAR
#INDUSTRIPARIWISATA
#UPI
#Cacarmonyet
#Monkeypox
#Mpox"
4419,"Dinas Kesehatan (Dinkes) Kota Tangerang Selatan, Banten mengonfirmasi, jika dua orang pasien positif penyakit cacar monyet atau Monkeypox di daerahnya telah diisolasi secara intensif.

Dalam keterangan resminya, Kepala Dinas Kesehatan (Dinkes) Kota Tangerang Selatan Allin Hendalin Mahdaniar mengatakan, dua pasien tersebut masih dalam proses perawatan pada ruang isolasi sejak kasusnya dikonfirmasi gejala cacar monyet pada Senin (30/10).

""Tidak ada komorbid, kondisi saat ini sudah ditangani dilakukan isolasi, tidak ada keluhan, kontak eratnya dilakukan pemantauan oleh Puskesmas setempat,"" katanya, dikutip Selasa (31/10/2023).

Ia menjelaskan, dari temuan kasus pertama di daerah Tangerang Selatan yang menjangkit terhadap dua orang warga laki-laki tersebut diketahui berusia 24 dan 31 tahun. Mereka, kata dia, mengalami gejala dengan sifat demam, lesi di tangan, wajah, badan. 

""Pasien pertama baru 10 bulan tinggal di Kota Tangerang Selatan KTP luar Tangerang selatan berusia 24 tahun, kasus kedua laki-laki domisili dan KTP Kota Tangerang Selatan berusia 31 tahun,"" ujarnya.

Dengan adanya penemuan kasus Mpox ini, Pihaknya tengah mengutamakan penyelidikan epidemiologi terhadap keluarga penderita cacar monyet tersebut untuk mengungkap sumber penularannya.

""Pemerintah Kota Tangerang Selatan menghimbau masyarakat agar tidak panik dan tetap waspada monkeypox dengan meningkatkan Perilaku Hidup Bersih Dan Sehat (PHBS) serta meningkatkan protokol Kesehatan,"" ungkapnya.

Ia menuturkan, sebagai bentuk kesiapsiagaan kewaspadaan dini dan respons terhadap kasus dugaan cacar monyet, Pemerintah Kota Tangerang Selatan sudah melakukan sosialisasi, edukasi kepada tenaga Kesehatan dan masyarakat tentang cacar monyet, serta memperkuat sistem surveilans yang sudah ada untuk melakukan investigasi maupun pelacakan kontak.

📷: Ilustrasi caritau.com

Info selengkapnya klik link di bio atau follow @caritaucom untuk informasi menarik lainnya

#caritaucom #Monkeypox #InfoTangsel #DinkesTangsel"
797,"WASPADA PENULARAN MONKEYPOX ATAU CACAR MONYET

#DulurSehatSby, dunia kini kembali menghadapi kasus penyakit yang menyerang manusia. Kali ini penyakit Monkeypox atau cacar monyet yang patut diwaspadai penularannya. Bahkan Organisasi Kesehatan Dunia (WHO) menyatakan bahwa penyakit Monkeypox sebagai Darurat Kesehatan Masyarakat Yang Meresahkan Dunia. 

Saat ini dilaporkan penyakit yang disebabkan oleh virus monkeypox ini telah menjangkiti 78 negara, dan baru-baru ini Indonesia dilaporkan terdapat kasus baru suspek Monkeypox awal bulan Agustus 2022.

Nah.. Apa sih Monkeypox itu? 
Bagaimana gejala, cara penularan dan  juga pencegahan terhadap penyakit ini? 

Simak selengkapnya di Infografis diatas ya dulur. 

Nah dulur.. Yukk jangan sampai kendor untuk terus menerapkan protokol kesehatan dan menjaga kesehatan diri maupun lingkungan sekitar. 

Doakan agar masyarakat Kota Surabaya dan juga Indonesia selalu diberikan kesehatan dan dijauhkan dari marabahaya dan segala penyakit. Aamiin.. 

#monkeypox 
#sehatsurabayaku
#surabayasehat
#banggasurabaya 
#surabaya"
2672,"Wabah cacar monyet yang awal mula teridentifikasi di benua Afrika kini telah sampai ke Indonesia. Kemenkes RI umumkan warga negara Indonesia pertama yang terpapar pada sabtu (20/08).

Diketahui, virus ini ditularkan dari manusia ke manusia melalui kontak langsung dengan luka infeksi, koreng, atau cairan tubuh penderita.

#SahabatBAZNAS, ada berbagai langkah yang dapat kita lakukan untuk mengantisipasi terjadinya penularan virus cacar monyet, salah satunya dengan menjaga kebersihan. Seperti hal nya dalam ajaran agama Islam yang sangat menyukai hal tersebut. Yuk, mulai sekarang biasakan diri menjaga kebersihan! ☺

#BAZNAS #zakat #hadits #cacarmonyet #kebersihan #monkeypox"
5841,"Pemerintah Provinsi DKI Jakarta mencatat terdapat sebanyak 59 kasus terkonfirmasi cacar monyet (Monkeypox/Mpox) sejak 13 Oktober 2023 hingga 19 Agustus 2024. 

“Hasil studi mengidentifikasi kelompok rentan penularan Mpox, yaitu laki-laki berusia 20-40 tahun yang bekerja di luar rumah, memiliki orientasi seksual homoseksual dan biseksual serta pasien HIV atau IMS,” kata Ani Ruspitawati, Kepala Dinas Kesehatan DKI Jakarta. 

Kelompok ini diutamakan dalam program edukasi dan promosi kesehatan terkait Mpox.

Sumber: Republika

Follow @khazanahnetwork

#khazanahnetwork #news #beritaterkini #monkeypox #mpox"
3498,"Ada yang tahu kah ini kenapa? apakah ini monkeypox atau flu singapur? maaf jika ada salah ucap dalam informasi. sudah coba bawa ke puskesmas tetapi dokter tidak bilang ini terkena apa, hanya di beri antibiotik, parasetamol drops dan salep Bufacetine. tapi tetap tidak ada perubahan, malah bertambah lebih banyak lepuhan di kulit , @mpasi_momsharing @metahanindita @farhanzubedi

#tanyadokter
#anaksehat"
237,"Reposted From @indonesiabaik.id 
( Verified ) Hai SohIB!

Kementerian Kesehatan (Kemenkes) melalui Direktorat Jenderal Pencegahan dan Pengendalian Penyakit meminta masyarakat mewaspadai penyakit cacar monyet atau monkeypox.

Monkeypox adalah penyakit akibat virus yang ditularkan dari hewan ke manusia atau disebut virus zoonosis.

Bagaimana pendapat SohIB terkait penyakit cacar monyet ini?

-------------
Indonesiabaik.id dapat diakses melalui:
- Website : indonesiabaik.id
- Instagram : instagram.com/indonesiabaik.id
- Twitter : twitter.com/IndonesiaBaikId
- Facebook : facebook.com/IndonesiaBaikId
- YouTube : youtube.com/IndonesiaBaikID
- TikTok: www.tiktok.com/@indonesiabaik.id
- Line Official Account: @tsx0642m
- WhatsApp : (+62) 818-180-128
- E-mail : indonesiabaik@kominfo.go.id
-------------

@kemenkes_ri
#IndonesiaBaik #YangMudaSukaData #EdukasiInformasi #Infografis #CacarMonyet #Monkeypox #Penyakit #Kesehatan #KominfoNewsroom

@beritababar"
7454,"‼️ KELOMPOK INI HARUS WASPADA ‼️ 

Semua orang memang berisiko terpapar virus cacar monyet. Tapi ternyata ada beberapa kelompok orang yang rentan tertular virus ini lho. Yuk cek siapa aja Sobat Sehat!

Jangan lupa untuk selalu menjaga daya tahan tubuh  yaa Sobat Sehat agar tetap sehat dan terlindungi dari paparan virus penyebab penyakit. Stay safe & healthy!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. KOMPLIT 24 jam💛 💚

#cacarmonyet #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K244September24 #K24Central4September24"
1616,"RSGM's JMC's News!
Cacar Monyet (MonkeyPox) Muncul di Jakarta!!!

Kemenkes mengumumkan satu warga Indonesia terkonfirmasi menderita monkeypox dalam Konferensi Pers Sabtu, 20 Agustus 2022
Kasus pertama cacar monyet ini dialami oleh seorang laki-laki berusia 27th di wilayah DKI Jakarta yang baru pulang dari perjalanan luar negeri

Bagaimana cara penularannya dan pencegahannya?!
Yuk Simak Video sampai Tuntas!

#sobatsehatrsgm #rsgm #grahamedika #rumahsakitbogor #212laladon #klinik #cacarmonyet #monkeypox #news"
1404,"Kasus pertama cacar monyet di Indonesia ditemukan Jumat (19/8) malam. Penularan penyakit ini perlu diwaspadai seluruh lapisan masyarakat. Tapi tidak perlu cemas apalagi panik. Pemerintah telah melakukan berbagai upaya menghadapi wabah cacar monyet. Termasuk pengawasan dan vaksinasi.
_x000D_
#monkeypox #cacarmonyet #kemenkes #penyakit #wabahcacarmonyet #wabah #breakingnews #breaking #beritanasional #info #infoterkini #berita #SehatSelaluIndonesiaku #beritamerahputih  #jokowi #jokowidodo #presidenjokowi #indonesia #indonesiamaju #indonesiaemas #indonesia2045 #presidenindonesia #irianajokowidodo #presidenri"
2011,"Hallo #KawanKeswan!

Kasus Monkeypox atau Cacar Monyet pertama di Indonesia sudah terkonfirmasi tepatnya di Provinsi DKI Jakarta.

Yuk, #KawanKeswan pahami lebih lanjut tentang Monkeypox dan ancamannya.

Monkeypox adalah Zoonosis, artinya dapat ditularkan dari hewan ke manusia atau sebaliknya.

Informasi selengkapnya dapat #KawanKeswan baca pada infografis berikut.

#Monkeypox
#CacarMonyet
#KesehatanHewan
#Ditkeswan
#DitjenPKH
#KementanRI"
3838,"Yuk check tumbuh kembang anak apakah sudah sesuai atau belum nih
Jangan sampai tumbuh kembang anak masuk kedalam red flag ya 🤗

#allaboutcarevaccine #allaboutcare #klinikanaksemarang #kliniksemarang #klinikkesehatan #care⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ #vaksin #vaksinsemarang #kliniksemarang #homecaresemarang #vaksinhomecare⁣
#PPSV23 #vaksinasipneumokokus #pneumovax #vaksinlengkap  #vaksinpneumonia #vaksinlansia #vaksinkankerservikssemarang #vaksinkankerserviks #hfmd #flusingapura #flusingapore #cacarmonyet #monkeypox #monkeypoxvirus #demamtifoid #demamtifoidanak #merscov #vaksinumroh #vaksinhaji"
6192,"Antara langkah pencegahan jangkitan:

1.  Ketahui tentang risiko mpox dalam komuniti anda.

2. Jika berisiko, dapatkan vaksin jika ada.

3. Dapatkan nasihat doktor dan pantau simptom. 

4. Cuci tangan dengan sabun dan air atau guna pembasmi kuman.

#careclinics #cchs #cacarmonyet #monkeypox #mpox #awareness"
6597,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2430Agustus24 #k24west30agustus24"
5686,"Halo Sobat Sehat Kebon Jeruk..

Waspada Situasi Darurat Global Mpox!

Berdasarkan data Kemenkes, dari tahun 2022-2024 terdapat 88 kasus Mpox di Indonesia. Kasus konfirmasi Mpox salah satunya ada di Jakarta. 

Bagaimana sebetulnya Mpox ini menular? Lalu gejalanya awalnya seperti apa? Dan apa yang harus kita lakukan untuk mencegah virus Mpox ini?

Yuk simak postingan ini😉

@dinkesdki
@sudinkesjakbar 
@rcce_id
@ayosehat.kemkes
@kemenkes_ri

#mpox #monkeypox #cacarmonyet 
#kemenkes #dinkes"
1077,"Sobat Wellness.. 

Tepat pada tgl 23 Juli 2022, Organisasi Kesehatan Dunia (WHO) mengumumkan bahwa Monkeypox/Cacar Monyet sebagai darurat kesehatan global.

Yuk ketahui informasi tentang Monkeypox agar terhindar dari penularan virusnya.

Tetap waspada ya.

Salam Sehat! Semangat! Produktif!

#kpcwellness #monkeypox"
2449,"Penyakit cacar monyet dilaporkan sudah masuk ke Indonesia. Ada beberapa tindakan yang dapat dilakukan untuk mencegah infeksi virus cacar monyet, yaitu:

1. Hindari kontak dengan hewan yang dapat menjadi reservoir virus (termasuk hewan yang sakit atau yang ditemukan mati di daerah di mana cacar monyet terjadi).
2. Hindari kontak dengan bahan apa pun yang pernah bersentuhan dengan hewan yang sakit.
3. Pisahkan pasien yang terinfeksi dari orang lain yang mungkin berisiko terinfeksi.
4. Lakukan cuci tangan yang baik dan benar setelah kontak dengan hewan atau manusia yang terinfeksi.
5. Menggunakan alat pelindung diri (APD) saat merawat pasien yang terinfeksi
6. Memasak daging dengan benar dan matang

Dapatkan informasi menarik seputar hama dan kesehatan dengan tetap terhubung pada media sosial kami. 

Customer Care 
Call : 021-560-6688 
WA : 0819-560-6688 

#etosindonusa #etosyourpestsolutions #pestcontrol #pengendalihamalampung #serahkanpadaahlinya #terlindungdarihama #etospedulihama #cacarmonyet #monkeypox"
